Entity1,Entity2,Strength,Content
腌制食品,二氧化硫,1,娄在祥称，“在腌制食品中添加二氧化硫，可以加快腌制速度，对食材也有漂白、延长储存时间的作用，但是正规厂家一般不会添加，因为人体在食用二氧化硫后会生出硫化物，同样对消化道产生强烈刺激，伴有腐蚀性，对身体产生伤害。”
豆干,工业染料,1,还有不法厂商供认，添加了工业染料的豆干在岛内已卖了20年。
牛肉,三聚氰胺,1,不论是五年前的我国乳制品三聚氰胺事件，还是最近的欧洲马肉冒充牛肉事件，都属于典型的经济利益驱动食品掺假(economic motivated adulteration，EMA)。
白酒,甜蜜素,1,这份名单显示，近300款白酒产品出现各种质量问题，其中茅台旗下子公司品牌和皇台酒业等诸多酒企产品曝出的不合格项目一致地栽在了添加剂甜蜜素上。
茶叶,瘦肉精,1,其中，蔬菜、茶叶、畜禽产品和水产品监测合格率分别为95.2%、96.4%、99.4%和94.8 %，畜产品“瘦肉精”监测合格率99.9%。
月饼,菌落总数,1,　　本次抽检的月饼产品中有10个批次样品检出菌落总数超标。
月饼,霉菌,1,　　本次抽检的月饼产品有1个批次样品检出霉菌超标。
月饼,苯甲酸,1,　　苯甲酸及其钠盐是我国允许使用的防腐剂，但 GB 2760-2011《食品安全国家标准 食品添加剂使用标准》不允许在月饼中添加。
月饼,纳他霉素,1,　　纳他霉素是我国允许使用的防腐剂，GB 2760-2011《食品安全国家标准 食品添加剂使用标准》规定月饼中最大允许使用量为10mg/kg。
月饼,脱氢乙酸,1,　　脱氢乙酸及其钠盐是我国允许使用的防腐剂，GB 2760-2011《食品安全国家标准 食品添加剂使用标准》规定月饼中最大允许使用量为0.5g/kg。
月饼,铝,1,　　本次抽检的月饼产品有1个批次样品铝残留量超过GB 2760-2011《食品安全国家标准 食品添加剂使用标准》规定的≤100mg/kg的限量要求，检出值为166.374mg/kg。
火腿,亚硝酸盐,1,而像火腿这样的食物，无论是现代工艺制作，还是传统工艺制作，都会添加大量的盐和亚硝酸盐，都会与食物中的蛋白分解产物合成亚硝胺这种致癌物。
面制品,铝,1,一般食物中的铝主要来源于含铝食品添加剂，包括作为膨松剂用于面制品，作为固化剂用于海蜇加工，作为抗结剂用于食物配料粉中，作为铝色淀用于糖衣、糖果染色。
油条,铝,1,成年人少吃一根油条(50克)，铝摄入量能减少0 .39毫克每公斤体重。
食品动物,瘦肉精,1,将瘦肉精添加于饲料中，可以增加动物的瘦肉量，减少饲料使用，降低成本，我国禁止食品动物使用这类β激动剂类药物作为饲料添加剂。
馒头,柠檬黄,1,比如上海染色馒头事件中的“柠檬黄”，没有规定可以在馒头中使用，属于超出国家标准规定的使用范围。
白酒,塑化剂,1,添加剂一直是白酒行业的灰色地带，塑化剂、甜味剂这些添加剂让许多消费者对国内酒企充满质疑，然而，白酒企业仿佛在添加剂的路上一意孤行。
白酒,氰化物,1,中国品牌研究院食品饮料行业研究员朱丹蓬分析道，“首先，国家监管空白，白酒业自有技术标准缺失，与此同时，白酒行业税收在当地占较重比例导致监管缺失；其次，企业追逐利益，氰化物可以起到回香作用，甜味剂是使口感绵甜、清冽甘甜，所以作为食品添加剂屡次使用；另外，还有一些行业常用的添加剂，但是企业不按照规定操做；最后，白酒有些工序较为原始，生产过程中很难把控”。
面粉,铝,1,　　“这种名为‘泡打粉’的食品添加剂主要成分是硫酸铝铵，问题包子铺将其直接掺入发面的面粉中，造成包子皮中的铝含量严重超标，而我国规定包子中不允许检出铝元素。”
豆制品,脱氢乙酸,1,　　今年4月22日，户县食药局在西安市户县南海阳光食品厂生产的豆品香(非发酵性豆制品)产品中检出脱氢乙酸。
面制品,铝,1,此外，本次抽检发现部分餐饮单位面制品铝超标，我局再次提醒各食品经营单位，从今年7月1日起，面制品(油炸面制品除外)不再允许使用含铝膨松剂，各有关单位应立即改用无铝膨松剂，以免造成产品超标。
肉制品,莱克多巴胺,1,　　本次抽检有1批次肉制品检出莱克多巴胺。
白酒,塑化剂,1,邻苯二甲酸酯类是一种塑化剂，在日常生活中的使用非常广泛，环境污染、包装材料迁移以及加工工艺等原因可能是导致白酒中塑化剂超标的原因。
馒头,铝,1,　　多家企业馒头铝残留超标
鲫鱼,孔雀石绿,1,　　记者在现场看到，这些商家被检出违禁物质孔雀石绿和硝基呋喃，全是淡水鱼，涉鲫鱼、黄骨鱼、浔龙鱼等多鱼种。
鱼类,孔雀石绿,1,　　原标题：广州5家水产店鱼类检出违禁物质孔雀石绿
腌制食品,亚硝酸盐,1,　　②腌制食品：腌制食品中含有大量三大致癌物质中的亚硝酸盐和亚硝胺，长期食用这类食品可引发肿瘤，并可导致高血压、溃疡和胃炎，增加肾负担。
蜜饯,亚硝酸盐,1,话梅蜜饯类食品含亚硝酸盐、防腐剂、香精。
猪肉,瘦肉精,1,此外，在美国、加拿大等国，养猪喂牛时用某些种类的瘦肉精是被法律允许的，而我国法律禁止瘦肉精用于养殖，含有瘦肉精的猪肉进不了中国市场。
牛奶,喹诺酮类,1,　　黄春：牛奶中兽残通常有磺胺类、喹诺酮类、青霉素类、激素类等。
牛奶,三聚氰胺,1,　　2008年，是奶牛数量和牛奶产量增加的高峰，但却也是一个奶业的逆转点，“三聚氰胺”事件让山东奶业受到重击的同时集体进入转型期。
生鲜乳,三聚氰胺,1,尤其是三聚氰胺事件后，农业部加强了奶业奶站的管理，还实施了生鲜乳质量安全监控计划，计划实施5年来监测样品批次9.6万批，三聚氰胺检测合格率为100%。
蛋糕,脱氢乙酸,1,防腐剂超标的还有北京源丰圆食品制作中心分厂生产的香蕉味蛋糕，其脱氢乙酸及其钠盐超标，脱氢乙酸及其钠盐也是一种食品防腐剂。
果丹皮,苯甲酸,1,　　果丹皮 未标注 2014/03/12 兴隆县长达食品有限公司 苯甲酸及其钠盐
小米辣,二氧化硫,1,　　小米辣 贵三红 2013/09/01 贵州遵义县贵山红辣椒系列食品厂 二氧化硫残留量
面包,脱氢乙酸,1,　　主食面包(香醇乳酪) 缘多 2014/05/16 北京市缘多食品有限责任公司 脱氢乙酸及其钠盐、防腐剂
面包,菌落总数,1,　　法棍面包 未标注 2014/05/13 北京金马欧兰食品有限公司 菌落总数
馒头,菌落总数,1,　　风味馒头 天顺武亿丰 2014/05/15 北京武亿丰食品有限公司 菌落总数
泡椒凤爪,山梨酸,1,不过，在防腐剂测试中，从岳各庄市场熟食区一摊位购买的某品牌泡椒凤爪(生产日期2014年8月7日)，防腐剂山梨酸含量为0.12g/kg。
花生,黄曲霉毒素,1,　　黄曲霉素B1存在于土壤、动植物、各种坚果中，容易污染花生、玉米、小麦等粮油作物，尤其是霉变的花生容易产生黄曲霉毒素。
面包,大肠杆菌,1,　　另一方面，嘉义县卫生局抽验超商的“即食、熟食”食品，包括便当、凉面、三明治、寿司、饭团、面包及沙拉等，在抽验的50项食品中，有六项检测出大肠杆菌群(Coliform Group)不符合规定。
大饼,发霉,1,　　《一袋家乐鸡精俩生产日期》、《永辉卖大饼“一天”就发霉》、《山楂饼生产日期疑被篡改》、《永辉售啤酒竟有俩保质期》……
酒类,塑化剂,1,　　进口酒类 法国多批进口酒塑化剂超标
茶叶,瘦肉精,1,其中，蔬菜、茶叶、畜禽产品和水产品监测合格率分别为95.2%、96.4%、99.4%和94.8 %，畜产品“瘦肉精”监测合格率99.9%。
花生,过氧化值,1,　　2015年9月，北京市食药监局抽检出4批次花生过氧化值超标。
腌制食品,亚硝酸盐,1,亚硝酸盐是一类较强的致癌物，容易出现在泡菜等腌制食品中。
咸菜,亚硝酸盐,1,不论泡菜还是咸菜，腌制后1~3天是亚硝酸盐含量最高的时期，此时间段含量呈现递增态势;从第3天开始，泡菜中的亚硝酸盐会逐渐下降并趋于一个相对稳定的数值，这一过程需要15天左右。
花生,黄曲霉毒素,1,不管是花生、大豆还是油菜籽，都有被黄曲霉毒素侵染的可能，在油的精炼过程中，大多数黄曲霉毒素会被去掉，而自榨油不进行精炼，超标可能性就很大。”
白酒,塑化剂,1,    国家卫生计生委27日发布白酒产品中塑化剂风险评估结果，结果显示白酒产品中邻苯二甲酸二(2-乙基己基)酯(DEHP)和邻苯二甲酸二丁酯(DBP)的含量分别在5mg/kg和1mg/kg以下时，对饮酒者的健康风险处于可接受水平。
蛋糕,发霉,1,“我和孩子之前已经吃了好几袋了，所以我担心之前吃过的蛋糕也有发霉的情况。”
辣椒粉,瘦肉精,1,　　此外，还有5批样品被检出含违法添加的非食用物质，其中有4批速冻牛羊肉卷(片)检出“瘦肉精”，有1批辣椒粉检出罗丹明B。
臭豆腐,硫酸亚铁,1,     　　日前，有消息称我市黄金台郑记猪脚连锁店销售的臭豆腐涉嫌添加工业用硫酸亚铁。
铁观音,稀土,1,福建省安溪县长兴茶厂生产的铁观音，因稀土超标被检不合格。
茶叶,稀土,1,　　标注常州开古茶叶食品有限公司生产的开古袋泡红茶(110克/袋20140301)，标注武夷山市正峰茶叶有限公司、武夷山三霖投资开发发展有限公司联合出品大红袍(50克/罐2012年9月1日)及标注光山县韩氏茶叶有限责任公司生产的盛华龙井茶(80克/2014.05.08)等4批次茶叶稀土含量超标，实测值分别是6.3mg/kg、6.0mg/kg、6.9mg/kg、4.2mg/kg，标准值为≤2mg/kg，后两者感官品质项目也不合格。
面制品,铝,1,　　这次的新国标，在一些添加剂的要求上更加严格，最明显的就是缩小了铝添加剂的使用范围，只在特定的“面糊、裹粉、煎炸粉、油炸面制品”等中使用，并规定了铝的最大残留量，以此来减少铝的摄入量。
包装饮用水,菌落总数,1,国内水行业资深专家、清华大学环境科学与工程系教授王占生表示，新国标取消菌落总数等指标，并不会对包装饮用水的品质造成影响。
香肠,山梨酸,1,     　　据香港《星岛日报》网站报道，一款预先包装的台湾香肠怀疑含有不准在香肠中使用的防腐剂山梨酸，香港食品安全中心已指令业界立即停止出售。
铁观音,稀土,1,但如果这铁观音里稀土超标，香茶入口恐怕就只剩下担心了。
饮用纯净水,铜绿假单胞菌,1,　　2.桶装水不合格8批次,分别是：河津市天露纯净水厂生产的桶装饮用纯净水、万荣县绿清源桶装纯净水厂生产的饮用纯净水、霍州市霍山水业有限公司生产的桶装饮用水、运城市稷王山水厂生产的饮用纯净水、临汾市尧都区星星安吉尔纯净水加工厂生产的安吉尔纯净水、临汾市洁永达水处理设备有限公司生产的饮用纯净水、稷山县黄花源饮用水有限公司生产的黄花源饮用纯净水和运城市盐湖区解州关圣纯净水厂生产的饮用纯净水中检出铜绿假单胞菌。
大米,发霉,1,部分大米已经结块发霉
花生,黄曲霉毒素,1,　　据悉，黄曲霉素B1存在于土壤、动植物、各种坚果中，容易污染花生、玉米、小麦等粮油作物，尤其是霉变的花生容易产生黄曲霉毒素。
腐竹,吊白块,1,腐竹是许昌市具有传统优势的农产品之一，倍受消费者的广泛关注，前几年由于“吊白块”的影响，严重损害了许昌腐竹的形象，也制约了许昌市腐竹行业的发展。
米粉,铅,1,　　亨氏米粉事件—铅超标
鱼干,发霉,1,不同口味的鱼干也不例外，但是发霉的鱼干可就是“垃圾食品”了。
花生,过氧化值,1,其中，京顺美廉美仁和超市内检出“香QQ”香辣花生过氧化值及酸价超标。
白酒,塑化剂,1,最明显的就是2012年塑化剂风波出现在四季度,当年年报显示,在白酒销售旺季的第四季度,实现净利润额仅有3686.13万元,环比下降81.32%。
豆制品,亚硝酸盐,1,　　2015年第一季度，由非食品生产加工经营行为引起的事件，主要暴发场所是家庭，其监测起数、患病人数分别占其86.1%和57.3%，死亡10人由家庭自制豆制品不当、误食误用亚硝酸盐、面米制品加工不当以及不明原因等导致。
臭豆腐,亚硝酸盐,1,　　(二)非食品生产加工经营行为引起的食源性疾病暴发事件中，主要发生在家庭(86.1%)，主要原因为对菜豆、草乌等有毒植物加工不当、误食桐子和烹饪面米食品、蔬菜时误用亚硝酸盐;5起死亡事件共死亡10人，其中，自制臭豆腐中肉毒毒素中毒1人，误食亚硝酸钾2人，不明原因7人(自制发酵玉米面制品中4人、卤猪脚2人、炒菜1人)。
猪肉,瘦肉精,1,　　2、猪肉中含有“瘦肉精”会有什么危害?
酱油,发霉,1,夏天，酱油很容易长出一层白膜，这是由于一种叫产膜性酵母菌污染了酱油后引起酱油发霉的现象，食后对人体有害，所以不能食用长了白膜的酱油。
辣椒粉,苏丹红,1,　　另外一类是鉴别辣椒粉是不是加入了苏丹红，可拿一个容器，取一点辣椒粉放进去，然后加一点我们家里做菜用的食用油，把油加进去搅拌一下，放一放，过几个小时后再来看看，假如颜色很红，那就提示辣椒粉可能加了苏丹红，如果颜色变化不大，那就说明辣椒粉没有加入苏丹红。
鱼类,铅,1,各江河湖海水域极易受到农药以及含有汞、铅、铜、锌等金属废水、废物的污染，从而导致生活在这些水域环境中的鱼类也受到侵害，使一些鱼类生长不正常，如头大尾小、眼球突出、脊椎弯曲、鳞片脱落等。
白酒,塑化剂,1,　　例如,曾引发沸沸扬扬热议的“含三氯生牙膏致癌”,就算每天吃一管牙膏也没有安全风险；按照目前曝光的草莓中乙草胺最高值计算,每天都吃一公斤草莓也不碍事；曾检出塑化剂的白酒,每人每天喝一公斤,也达不到耐受值。
牛百叶,罂粟壳,1,　　在6月18日上午的全省食品安全监管信息通报会上，省公安厅通报了西安市何某等人生产销售不符合食品安全标准的食品(包子)案、榆林市侯某生产销售有毒有害鱿鱼、牛百叶、毛肚案和延安市杨某生产销售伪劣产品案、汉中市何某生产销售有毒有害食品案、延安市寇某添加罂粟壳制售“毒火锅”案5起食品安全犯罪典型案例。
蜂蜜,铝,1,经检测，假蜂蜜中铝的残留量严重超标。
调味品,甜蜜素,1,　　抽检调味品30批次，样品检验项目合格的29批次，不合格样品1批次，标称为西安市佳香调味品食品有限公司生产的鸡精调味料，不合格的原因是检出品质指标谷氨酸钠和呈味核苷酸二钠不达标、超限量使用食品添加剂甜蜜素。
白酒,甜蜜素,1,企业员工如发现乳制品和白酒生产企业有使用非食用物质和非食品原料生产食品，违法制售、使用食品非法添加物，或者使用回收食品作为原料生产食品;收购不合格原料奶或白酒生产非法添加甜蜜素等;生产、经营变质、过期、混有异物、掺假掺杂伪劣食品;伪造食品产地或者冒用他人厂名、厂址，伪造或者冒用食品生产许可标志或者其他产品标志生产经营食品;违反食品安全标准规定超范围、超剂量使用食品添加剂以及其他涉及食品和食品添加剂等产品安全的违法行为，鼓励企业员工积极向食品药品(市场)监管部门举报，一经查实，食品药品(市场)监管部门将按照
胡萝卜,铅,1,胡萝卜最适合解决由于铅、汞超标的化妆品或饮食中铅汞引起的黄褐斑、蝴蝶斑等皮肤问题。
肉制品,菌落总数,1,　　在国家食药总局公布的近80个不合格肉制品中，江苏仅有南京一种，来自于某超市清凉门连锁店，不合格的肉制品是掌中宝(鸭爪、鸭肠、鸭心)，不合格项目是菌落总数超标。
豆制品,发霉,1,在历经铺乡一处豆制品小作坊里，不到100多平方米的加工场所内，锅炉里的火燃得正旺，蒸汽直冲屋顶，地面上随意堆放着半成品和已经浸泡好的发霉的黄豆，装豆腐的盒子没有经过任何隔离从地上湿哒哒的摞起来，并且已经发黑发黄，烧锅炉的煤和豆制品材料随意放在一旁，各种增重、除泡的添加剂堆放在角落，加工设备是连出厂信息也没有的三无产品，地面污水横流，装满豆腐渣的塑料缸里发出阵阵臭味，几十只苍蝇正嗡嗡作响，作坊旁一条水沟已发黑发臭，这正是我县部分豆制品作坊的真实写照。
白酒,塑化剂,1,例如在2012年“白酒塑化剂”事件中，质监部门认为白酒检测中没有塑化剂的最高限值标准，而卫生部门制定的食品安全标准中已经有针对塑化剂的一系列要求，两者衔接不畅导致监管“真空”。
生鲜乳,菌落总数,1,而2010年6月施行的新版《生鲜乳收购标准》(即新国标)则把每100克生乳蛋白质含量下限从2.95克降到2.80克，菌落总数上限已改为每毫升200万个。
面包,脱氢乙酸,1,有的面包包装上注明的防腐剂有丙酸钙、脱氢乙酸钠两种，而保质期较长的某品牌法式软面包含有硬脂酰乳酸钙、脱氢乙酸钠、山梨酸钾等多种防腐剂。
饼干,焦亚硫酸钠,1,例如BakeZyme® HDB BG韧性饼干面团专用酶制剂，能减少或替代化学品焦亚硫酸钠在饼干面团制作中的添加，同时改善饼干产品的结构和味道，提供更加安全的酶制剂解决方案。
味精,铅,1,　　今年5月，印度北方邦食品监管机构在食品安全例行检查中发现，一些“美极”方便面含味精且铅超标。
辣条,菌落总数,1,　　近日，国家食药监总局组织抽检“辣条”产品，抽检结果显示部分产品存在超范围、超限量使用防腐剂、色素以及菌落总数超标等问题。
馒头,瘦肉精,1,河南的“瘦肉精事件”、震惊全国的“三鹿毒奶粉事件”、上海超市的“毒馒头事件”… …层出不穷的食品安全事故，一次又一次地击破社会的道德底线。
米粉,铅,1,　　中国食品追溯讯   日前亨氏米粉陷入食品安全风波，部分批次产品被检出铅超标。
饮用纯净水,菌落总数,1,　　北京市食药监局信息显示，标称为北京娃哈哈桶装水高碑店有限责任公司生产的娃哈哈饮用纯净水以及标称为北京圣水食品有限责任公司生产的怡宝饮用纯净水均被检出菌落总数超标。
饮用纯净水,菌落总数,1,北京市食药监局近日公布18种食品不合格全市下架，其中包括“馨康乐”饮用纯净水在内的8种桶装水，菌落总数全部超标。
乳品,三聚氰胺,1,自2008年“三聚氰胺”毒奶粉事件爆发以来，国产乳品面临严重的消费信任危机。
米粉,铅,1,　　记者从浙江省食品药品监督管理局获悉，在近期浙江省食药监局组织在全省开展专项清查在此前抽检中发现严重铅超标的的亨氏米粉，已经查封614盒问题批次产品。
米粉,铅,1,家乐福香樟店在售的亨氏“AD钙高蛋白营养米粉”则也存在一个批次(20140525、400g/盒)产品，虽然这些产品不是上述被查同批次米粉，但消费者仍表示有些担心：这些产品是否也有铅超标?
米粉,铅,1,　　近日，杭州监管局抽检时发现亨氏AD钙高蛋白营养米粉铅超标，这一事件使得“百年历史 誉满全球”的亨氏形象大跌眼镜，也重创了中国消费者对洋品牌食品企业的信任。
面制品,铝,1,信息显示，河北省餐饮单位面制品铝超标问题仍然比较严重。
高粱酒,甜蜜素,1,　　在大满贯酒坊全国连锁定州分店计量销售的枣酒样品甲醇含量超标，同时，在该店计量销售的高粱酒样品中检出不得添加项目甜蜜素。
高粱原浆酒,甜蜜素,1,在廊坊市广阳区爱民东道蔬源蔬菜批发市场魏记烧锅计量销售的高粱原浆酒样品检出甜蜜素。
米粉,铅,1,　　中国食品网讯 针对杭州方面抽检出铅超标米粉，亨氏中国昨天表示，公司已主动召回4批次相关产品，同时消费者已购买并拆封的产品也可免费退换货。
米粉,铅,1,　　中国食品网讯 日前，国际知名婴幼儿食品企业亨氏生产的“AD钙高蛋白营养米粉”在浙江被检出严重铅超标，随后亨氏在全国对部分涉事批次米粉启动召回行动。
米粉,铅,1,　　中国食品网讯 日前，杭州市市场监督管理局在抽检中，发现亨氏联合有限公司(以下简称“亨氏公司”)生产的AD钙高蛋白营养米粉严重铅超标。
大米,三聚氰胺,1,　　我们希望生活在一个食品安全人人放心的时代，大米没有重金属超标，食用油原料没有地沟油，奶粉里不会掺三聚氰胺，蔬菜没有农残超标。
馒头,瘦肉精,1,今天，济南市食品药品监管局通报第三季度牛羊肉和馒头专项评价性抽检结果，显示馒头合格率达100%，部分生牛羊肉含有“瘦肉精”。
猪肉,胭脂红,1,经市产品质量监督检验所检验，“猪肉里脊肉”被查出含胭脂红成份。
肉制品,菌落总数,1,　　据介绍，传统作坊式牛肉干生产主要靠太阳晒、烧土炕烘，生产的牛肉干品质次、污染严重，与现代肉制品加工工艺生产的产品比较，缺乏无菌包装条件，容易造成菌落总数超标。
牛奶,三聚氰胺,1,与养殖户添加三聚氰胺意在提高原奶的蛋白含量不一样的是，牛奶中若是“黄曲霉素超标”是奶牛养殖链条上任何利益方均不愿看到的，而且也无经济上谋利的冲动。
米粉,铅,1,央广网北京8月22日消息 据中国之声《新闻纵横》报道，近日，杭州市有关部门在食品抽检中，发现亨氏公司生产的AD钙高蛋白营养米粉严重铅超标。
馒头,三聚氰胺,1,     　　“病死猪”“染色馒头”“三聚氰胺”“毒生姜”“过期卤制品回炉”……
年糕,发霉,1,可常温保鲜真空包装的年糕，在黄梅季节特别容易发霉，如今，原来在年糕中可以使用的防腐剂已被禁止使用。
乳品,三聚氰胺,1,次年，三聚氰胺事件爆发，波及包括光明在内的多家乳品企业。
米粉,铅,1,　　【食安中国网讯】浙江省杭州市市场监管局在2014年2季度流通环节食品抽检中，发现标称为亨氏联合有限公司生产的AD钙高蛋白营养米粉(商标：亨氏;规格型号：400g/盒;生产日期/批号：20140413;)严重铅超标。
猪头肉,工业明胶,1,在掌握基本犯罪事实后，烟台市开发区公安、食药监、质监、畜牧、盐务等部门联合对目标“黑作坊”实施突击检查，现场抓获犯罪嫌疑人12名，查获大量工业明胶、工业盐、明矾、亚硝酸钠、苯甲酸钠红曲粉等有毒有害非食品添加剂原料、5吨产地智利的生猪头及一车间刚生产加工完的熟食猪头肉。
烤鱼片,发霉,1,在生产中采用动态杀菌技术，可有效提高烤鱼片的卫生安全质量、预防食品发霉变质等问题的发生。
肉制品,稀土,1,　　为了使违规使用滥用食品添加剂行为、使用不合格原料等行为得到有效控制，肉制品质量明显提高，近日，包头稀土高新区质监局集中力量开展“百日安全”专项行动，对辖区内的肉制品生产企业和加工小作坊进行了拉网式检查，通过百日专项整治行动。
猪肉,瘦肉精,1,　　近几年频繁出现的“病死猪”事件，“瘦肉精”事件包括之前的“福喜臭猪肉”事件都是降低消费者信誉度的行为，养殖户虽然觉得有些冤，但坚持走“正道”，肯定是能走出头的。
火腿,亚硝酸盐,1,　　速测火腿亚硝酸盐
小米辣,二氧化硫,1,　　合格的泡小米辣中，每100克食盐含量≤14克，每千克二氧化硫残留量≤0.1克。
猪头肉,日落黄,1,去年，张某得知在烧猪头肉的时候，往锅里添加叫“日落黄”的色素能改善色泽。
糕点,日落黄,1,日落黄可用于果汁饮料、碳酸饮料、配制酒、糖果、糕点等食品，但用量受到严格限制，同时“日落黄”未被允许添加至生鲜肉中。
味精,亚硝酸盐,1,　　一旦发现餐饮服务单位采购、贮存、使用亚硝酸盐，一律吊销其餐饮服务许可证;对发现的亚硝酸盐，以及来源不明、无标识、外观类似亚硝酸盐且不能证实是食盐、味精、白糖的，要监督其就地销毁。
肉制品,亚硝酸盐,1,亚硝酸盐(包括亚硝酸钠和亚硝酸钾)是肉类制品加工中常用的食品添加剂，我国《食品添加剂使用标准》(GB2760-2011)规定了亚硝酸盐可作为护色剂、防腐剂，用于腌腊肉制品、酱卤肉制品生产加工。
豆制品,工业染料,1,　　台“食药署研检组长”陈惠芳表示，芊鑫豆制品乳化剂证实含工业染料二甲基黄，为审慎起见，使用当初揪出铜叶绿素的仪器“高分辨率液相层析质谱仪”再做细部检验，竟发现还有另一种未知的黄色色素，追查近两周，昨天终于找出是与二甲基黄结构相似的“二乙基黄”。
手撕肉条,菌落总数,1,　　国家食药监总局官网上周公布了最新食品安全监督抽检，25批次食品不合格，漳州市珍桂食品有限公司生产的知名“来伊份”手撕肉条菌落总数超标，山东百纳威酒业有限公司等10家企业还被责令停产停业。
蜂蜜,大肠杆菌,1,　　“聚庆斋”的蜂蜜糕被检出大肠杆菌和残留量超标，哈药集团黑龙江同泰药业有限公司的多种维生素钙片被检出维生素A含量仅为0.72mg/100g，远低于国家限制值6.1mg/100g-12.2mg/100g。
米粉,菌落总数,1,　　摘 要：本文对湿米粉中菌落总数不确定度进行评定，确定每批样品中菌落总数的置信区间。
米粉,二氧化硫,1,    执法人员立即调来食品安全快速检测设备，经快速检测，发现其中一袋添加剂疑似为有毒物质硼砂，米粉样品也发现二氧化硫、硼砂超标，有待送检验机构作进一步检验。
面粉,发霉,1,三招鉴别发霉面粉
酱油,黄曲霉毒素,1,黄曲霉毒素对人体具有一定的危害性，因此，国家对其在食品中的含量作了严格规定，自2003年8月1日起，凡在我国境内从事米、面、油、酱油、醋生产加工的企业，其产品须经检验合格后方可上市。
小麦粉,黄曲霉毒素,1,国家质检总局发布的《关于印发小麦粉等5类食品生产许可证实施细则的通知》中明确规定，黄曲霉毒素B1必须检测。
饮用纯净水,铜绿假单胞菌,1,长治市供水总公司辛安泉离子水分公司生产的饮用纯净水检出铜绿假单胞菌，检出值为n1=0，n2=0，n3=0，n4=27，n5=0（CFU/250mL），标准规定为n=5，c=0，m=0（CFU/250mL）。
肉制品,山梨酸,1,肉制品1批次：太原市尖草坪区鼎跃食品有限公司生产的猪蹄山梨酸及其钾盐、防腐剂混合使用时各自用量占其最大使用量比例之和超标，山梨酸及其钾盐检出值为0.502g/kg，标准规定为≤0.075g/kg；防腐剂混合使用时各自用量占其最大使用量比例之和检出值为6.8，标准值为≤1。
饮用纯净水,铜绿假单胞菌,1,4.定远县明凤山泉饮用纯净水厂生产的明凤山泉饮用纯净水（生产日期/批号：2017/10/9)，铜绿假单胞菌检出值为88;94;114;109;108CFU/250mL，标准规定为n=5,c=0,m=0CFU/250mL。
韭菜,腐霉利,1,1、安徽欧尚超市有限公司马鞍山花雨店经营的韭菜，腐霉利项目不合格，检验结果为“0.26mg/kg”，标准值为“≤0.2 mg/kg”，检验机构为安徽省公众检验研究院有限公司。
筷子,大肠菌群,1,4、皖江职业教育中心学校第一餐厅使用的筷子，大肠菌群项目不合格，检验结果为“检出”，标准值为“不得检出”，检验机构为安徽中青检验检测有限公司。
勺子,大肠菌群,1,5、马鞍山市煜福园餐饮服务有限责任公司使用的勺子 ，大肠菌群项目不合格，检验结果为“检出”，标准值为“不得检出”，检验机构为安徽中青检验检测有限公司。
银耳,二氧化硫,1,公告显示，不合格食品中3批次蔬菜制品检出二氧化硫超标，包括漳州市芗城区福福旺食品商行2017年10月22日经营的特级白木耳（非即食）（散装）、福建吉马经贸有限公司荣昌购物广场2017年10月21日经营的散装白木耳干（非即食银耳）和龙海市龙洲岛内价购物广场有限公司2017年10月16日经营的特级金针（散装非即食）。
肉制品,沙门氏菌,1,格里略说，一些过期肉制品已经出口至欧洲，另有4个集装箱的BRF所产含有沙门氏菌的不合格肉于2016年被意大利海关拦下，没有进入市场。
油条,铝,1,在河南，“包子油条胡辣汤，油饼肉盒水煎包”是常吃的早点，但油炸食品发面时所用到的膨松剂含有铝成分，过量使用将危害食客的健康。
面制品,铝,1,如何辨别含“铝”面制品
馒头,铝,1,最常见的包子和馒头，加了含铝食品添加剂的成品，看起来比较蓬松，掰开以后看发酵的气孔，蜂窝较大;颜色会发白，个头也比较大，一捏就扁不易还原。
糕点,霉菌,1,近日，本报记者从国家食品药品监督管理总局官网获悉，广西壮族自治区食品药品监督管理局组织抽检糕点、速冻食品等2类食品109批次样品，抽样检验项目合格样品100批次，不合格样品9批次，其中桂林市金桂丰食品有限公司生产的冰皮罗汉果糕霉菌超标92倍，检验机构均为广西-东盟食品药品安全检验检测中心。
面包,菌落总数,1,上榜理由：作为国内休闲食品龙头企业，达利集团旗下明星产品达利园法式软面包近期被曝菌落总数超标186倍，或成为其上市以来的最大危机。
脱水胡萝卜,胭脂红,1,菏泽嘉宏脱水食品有限公司销售的标称菏泽嘉宏脱水食品有限公司生产的脱水胡萝卜A01(辐照食品)，胭脂红及其铝色淀(以胭脂红计)检出值为0.0085 g/kg。
蔬菜干制品,胭脂红,1,《食品安全国家标准 食品添加剂使用标准》(GB 2760—2014)中规定，蔬菜干制品中不得使用胭脂红。
牛奶,三聚氰胺,1,“这就相当于2008年的三聚氰胺事件，后来的事实显示，是部分散养奶牛的农户在牛奶中添加大量非法成分、而企业的检测条件有限造成的。
蜂蜜,氯霉素,1,黄山市黄山区天润发超市有限公司经销的标称为芜湖华莲蜂园有限责任公司生产的蜂蜜(婴儿适用)，检出氯霉素;
老式面包,菌落总数,1,石台华星商贸有限公司天方超市分公司经销的标称肥东聚富食品厂生产的老式面包，菌落总数超标。
酒类,甜蜜素,1,此次抽检的45批次酒类中，有3批次产品含有甜蜜素。
