Entity1	Entity2	Strength
白公鱼干	二氧化硫	1
榴莲芝士	霉菌	1
香百鲜鸡精调味料	呈味核苷酸二钠	1
香百鲜鸡精调味料	核苷酸	1
老傅记海绵蛋糕	丙二醇	1
虫草鹿鞭鞭丸胶囊正品	西地那非	1
50°原浆糟烧	甜蜜素	1
牛小腱子	克伦特罗	1
原味风味饮料浓浆	安赛蜜	1
牛肉	恩诺沙星	1
牛肉	环丙沙星	1
大头菜	糖精钠	1
小美芹	甲拌磷	1
韭黄	毒死蜱	2
红枣桂圆茶	二氧化硫	1
大面筋	安赛蜜	2
荞麦原浆酒	甜蜜素	1
香辣牛肉	铬	2
萝卜条	脱氢乙酸	1
红小米椒	镉	1
四彩水果蛋糕	霉菌	1
加州鲈鱼	恩诺沙星	1
加州鲈鱼	环丙沙星	1
红昌鳊鱼	恩诺沙星	1
红昌鳊鱼	环丙沙星	1
百老泉精制荞麦酒52º	甜蜜素	1
腓力素牛排	山梨酸	1
香汁脆口海蜇	铝	1
咬我呀	安赛蜜	1
泡椒牛柳	脱氢乙酸	1
代餐蛋圆饼干	能量	1
精制长条水磨年糕	脱氢乙酸	1
正宗本地豆面	亮蓝	1
玉美人饮用纯净水	铜	1
纯净水	铜	6
油甲	环丙沙星	3
开胃丝	山梨酸	2
香葱椒盐味麻花	铝	1
虾兵蟹将调味面制食品	安赛蜜	1
永辉优选馋大狮烤鳕鱼片	N-二甲基亚硝胺	1
宫爆素鸡丁	丙酸	1
宫爆素鸡丁	钙	1
面包蟹	镉	1
小滑头海苔味	脱氢乙酸	3
大别山土鸡蛋	恩诺沙星	1
大别山土鸡蛋	环丙沙星	1
小米椒	咪鲜胺	1
羊腿	五氯酚酸钠	1
豆面3	铝	1
极品海蜇头	铝	1
千岛湖碧泉饮用天然水	铜	1
素鳝鱼卷	丙酸	1
素鳝鱼卷	钙	1
小牛排味	脱氢乙酸	2
新小洋人-片片香辣	脱氢乙酸	1
50度金山陵五年陈酿	甜蜜素	1
提拉米苏蛋糕	防腐剂	1
河南粉	苋菜红	1
香草双莓慕斯	霉菌	1
膳博士草乡猪猪肝	五氯酚酸钠	1
红虾干	二氧化硫	1
香葱姑嫂饼	脱氢乙酸	1
小牛排味	山梨酸	2
香肠	脱氢乙酸	4
大来峰山泉	铜	1
活水泉饮用纯净水	铜	1
芝麻味艾糕	脱氢乙酸	1
大刀牛肉味	脱氢乙酸	2
生乌鸡	氟	1
酸辣粉	柠檬黄	1
金沙泉饮用天然水	溴酸盐	1
灯椒	乐果	1
网红辣块	山梨酸	1
玉米拉面	脱氢乙酸	1
匆匆辣年	山梨酸	2
鸭下巴	脱氢乙酸	1
玉米拉面	山梨酸	1
鲜汁素鸡丝	安赛蜜	1
沙嗲猪肉干	防腐剂	1
玫瑰重麻酥糖	霉菌	1
卤牛肉	糖精钠	1
黄鳝	地西泮	3
油桑	铝	1
百味金丝素食	安赛蜜	1
红爽	脱氢乙酸	1
高钙黑芝麻糊	霉菌	1
津百味肉丸	氯霉素	1
豆角干	安赛蜜	1
邓家素鱼排	安赛蜜	1
恒安饮用纯净水	铜	2
金华土鸡	呋喃它酮代谢物	1
草本瘦身素	西布曲明	1
生菜	甲胺磷	1
豆豆香	防腐剂	2
小脆瓜	甜蜜素	1
红薯粉丝	亮蓝	1
PZ麟海无公害菠菜	氟	1
大面筋	山梨酸	2
红灯绿灯	脱氢乙酸	1
艾叶馒头	脱氢乙酸	1
干制黄花菜	铅	3
正宗本地豆面	日落黄	1
素俏味龙虾丝	脱氢乙酸	1
小黄鱼	磺胺类	1
青瓜海蜇皮	铝	1
燕麦烧七白玫瑰味	能量	1
尚林山泉包装饮用纯净水	铜	1
散装黄花菜	铅	1
散装鲜土鸡	磺胺类	1
香葱姑嫂饼	防腐剂	1
代餐粗粮饼原味	能量	1
鮰鱼	氟	1
水产品	氟	3
丝丝爽	山梨酸	1
桂花酒	甜蜜素	1
丝丝爽	脱氢乙酸	1
软包装芦荟罐头	脱氢乙酸	2
匆匆辣年	脱氢乙酸	2
大闸蟹	氟	1
花雕酒	脱氢乙酸	2
东丸酿造淡口酱油	氨基酸态氮	1
霞幕山泉饮用天然水	铜	1
冰糖	还原糖	1
薏仁红豆粉	霉菌	1
腊肉	山梨酸	3
鲜乌鸡	磺胺类	1
酒鬼蹄筋味素食	安赛蜜	1
洋鸡蛋	恩诺沙星	1
洋鸡蛋	环丙沙星	1
小红蟹	镉	1
鸡心	氟	1
羊脖	五氯酚酸钠	1
老式蛋糕	苯甲酸	1
鲜活鳊鱼	恩诺沙星	1
鲜活鳊鱼	环丙沙星	1
即食鱼干、鱼片	山梨酸	1
鲜活牛蛙	恩诺沙星	3
鲜活牛蛙	环丙沙星	3
白糖馒头	糖精钠	1
红酥鱼	山梨酸	1
大阿嫂晒露	氨基酸态氮	1
龙鱼酥	N-二甲基亚硝胺	1
郑正圆五仁糕	霉菌	1
品知爱 老宁波酱菜系列	苯甲酸	1
品知爱 老宁波酱菜系列	糖精钠	1
白豆腐	山梨酸	1
杨梅	铅	1
正甘泉饮用纯净水	铜	1
特级咸菜	苯甲酸	1
黄瓜	甲氨基阿维菌素苯甲酸盐	1
黄瓜	苯甲酸	1
黄瓜	阿维菌素	1
白斩鹅	苯甲酸	1
白豆腐干	山梨酸	2
进口香蕉	噻虫嗪	2
酒鬼鱼	镉	1
奶茶	甜蜜素	1
顺雨丝香米	镉	1
鲜活牛蛙	呋喃西林代谢物	1
长茄子	霜霉威和霜霉威盐酸盐	1
冻鸡肉	磺胺类	1
龙利鱼	恩诺沙星	1
龙利鱼	环丙沙星	1
糯谷酒	糖精钠	1
60度高粱王	甲醇	1
五香干	脱氢乙酸	3
胡柚果脯	霉菌	1
香葱	甲基异柳磷	2
水产品	挥发性盐基氮	1
欧式蛋糕	防腐剂	1
蜂王浆	10-羟基-2-癸烯酸	1
五香豆腐干	脱氢乙酸	1
腌白萝卜	甜蜜素	1
早稻米烧酒	甲醇	1
糖醋海蜇	铝	1
湿粉皮	脱氢乙酸	1
海鲈鱼	五氯酚酸钠	1
越手势牌蓝莓味果干	胭脂红	1
白豆腐干	脱氢乙酸	2
优飨鲜味蚝油	氨基酸态氮	1
长豆	乐果	1
鸭头	亚硝酸盐	1
鸭头	硝酸盐	1
全凌记黑橄榄	胭脂红	1
猪排骨肉	恩诺沙星	1
猪排骨肉	环丙沙星	1
B级–进口香蕉	吡虫啉	1
U100牌椰枣	霉菌	1
越手势牌蓝莓味果干	亮蓝	1
越手势牌蓝莓味果干	苋菜红	1
调味料酒	氨基酸态氮	6
老酒汗	氰化物	1
长茄	镉	1
蓝莓白兰地	甲醇	1
小米椒	镉	1
奇多咔酥松曲奇	山梨酸	1
红辣椒	镉	1
酱瓜	纽甜	1
拍西瓜	灰分	1
M6鲜选芹菜	乐果	1
炸油条	铝	1
甜绿豆酥	苯甲酸	1
玉米烧50°	甜蜜素	1
白象香糕	脱氢乙酸	1
百合	二氧化硫	1
咸绿豆酥	苯甲酸	1
乌镇饮用纯净水	铜	1
红对虾	呋喃唑酮	1
餐勺	阴离子合成洗涤剂	1
小米辣椒	镉	1
陈酿红曲糯米酒	甜蜜素	1
外婆亲亲味梅干菜	苯甲酸	1
威龙干红葡萄酒	甜蜜素	1
素北京烤鸭	糖精钠	1
小米辣	苯甲酸	1
姜芽	二氧化硫	1
红豆饼	防腐剂	1
甜馒头	安赛蜜	3
火玫瑰红葡萄酒	胭脂红	1
铁山楂	苯甲酸	1
金得来盐津杨梅	防腐剂	1
蜂蜜柠檬茶	乙二胺四乙酸二钠	1
丹麦手撕面包	霉菌	1
鲟鱼	恩诺沙星	1
鲟鱼	环丙沙星	1
大白谷物巧克力	环己基氨基磺酸钠	1
大白谷物巧克力	甜蜜素	1
白花生	镉	1
蛋黄派	脱氢乙酸	2
陈年花雕五年陳	甜蜜素	1
御之堂牌强身胶囊	人参皂苷	1
盐渍海蜇皮	山梨酸	1
豆腐包	苯甲酸	1
乌骨鸡	沙拉沙星	1
精品红高粱	氰化物	1
三泰房小米糕	日落黄	1
碱面	脱氢乙酸	1
金得来盐津杨梅	苯甲酸	1
蓝莓派	霉菌	1
韭菜	二甲戊灵	1
开胃山楂	环己基氨基磺酸钠	1
开胃山楂	甜蜜素	1
小麦制品肉包	铝	1
健和牌茗阳胶囊	罗格列酮	1
蛋白型固体饮料	霉菌	1
大闸蟹	呋喃西林代谢物	6
金黄片糖	还原糖	1
即食海藻筋	铅	1
其早牌小米辣	二氧化硫	1
风青灵	霉菌	1
味之精	糖精钠	1
畔边梅	日落黄	1
三文治	山梨酸	1
喜粽	糖精钠	1
红豆饼	脱氢乙酸	1
百茗饮用天然水	亚硝酸盐	1
百茗饮用天然水	硝酸盐	1
猕猴桃	多菌灵	1
肉蟹	镉	1
桃酥	霉菌	1
蜂蜜枣糕	脱氢乙酸	1
小萝卜	二氧化硫	1
泓涌饮用天然水	亚硝酸盐	1
泓涌饮用天然水	硝酸盐	1
香葱花卷	铝	1
清水金针菇	乙二胺四乙酸二钠	1
红膏蟹糊	金黄色葡萄球菌	1
鱿鱼丝	山梨酸	1
红方腐乳	甜蜜素	1
112老蛋糕	苯甲酸	1
活花椒蟹	孔雀石绿	1
银耳宫珍	环己基氨基磺酸钠	1
银耳宫珍	甜蜜素	1
花雕酒	环己基氨基磺酸钠	1
酱烤猪头	铝	1
饮用天然水	余氯	1
黑麻酥糖	日落黄	1
稻谷酒55°	甜蜜素	1
满格条早餐蛋糕	丙二醇	1
料酒	脱氢乙酸	1
海米	亚硫酸盐	1
咸角酥	铝	1
面包粉	脱氧雪腐镰刀菌烯醇	1
香葱王薄饼	日落黄	1
健和牌茗阳胶囊	盐酸苯乙双胍	1
皆乐方便雪菜	二氧化硫	1
豆皮	苯甲酸	1
泓净饮用天然水	溴酸盐	1
杭州麻酥糖	霉菌	1
思家湖南黄花菜	二氧化硫	1
天天农展会大头菜	苯甲酸	1
庆三福酒	纽甜	1
花卷	环已基氨基磺酸钠	1
多味夹心面包	脱氢乙酸	1
全麦吐司	脱氢乙酸	2
肉松黄金条	脱氢乙酸	1
花馒头	甜蜜素	1
素鳕鱼	环己基氨基磺酸钠	1
素鳕鱼	甜蜜素	1
无可羹替妙食坚果羹	霉菌	1
精制粉条	二氧化硫	1
鱼我所欲香汁鱼肉干	苯甲酸	1
红皮鸡蛋	氟	1
秘鲁桔	克百威	1
手打面	脱氢乙酸	1
红薯豆面	柠檬黄	1
素饼	脱氢乙酸	1
包头鱼	地西泮	1
玫瑰酥糖	胭脂红	1
黄瓜海蜇	铝	1
豆腐干	环己基氨基磺酸钠	1
豆腐干	甜蜜素	1
善丹梅杨梅黄酮粉	霉菌	1
酸辣豆角	苯甲酸	1
剁椒酱	苯甲酸	1
巧克力蛋糕	铝	1
千岛湖深山饮用天然水	铜	1
调理面包	防腐剂	1
特制橄榄王	乙二胺四乙酸二钠	1
宏美萝卜干	防腐剂	1
养殖海蜇皮	铝	1
糕丝	脱氢乙酸	1
牛筋	莱克多巴胺	1
甜虾刺身	镉	1
玉米馒头	甜蜜素	1
洋糕卷	甜蜜素	1
倍爱牌珍珠葡萄籽软胶囊	苋菜红	1
香菇	总砷	1
调味肥牛	莱克多巴胺	1
步步糕升步步糕	霉菌	1
软面包	防腐剂	1
香脆耳片	日落黄	1
麻绳	铝	1
板栗饼	防腐剂	1
羊前腿肉	利巴韦林	1
姜糖片	二氧化硫	1
黑鱼	呋喃西林代谢物	1
茶叶	氰戊菊酯	1
白皮鸡蛋	恩诺沙星	1
香肠	沙丁胺醇	1
黑芝麻核桃酥	苋菜红	1
茶饮料【绿沥冰红茶】	咖啡因	1
益生菌发酵芒果复合果汁饮料	霉菌	1
蛋糕	山梨酸	1
东北坊酒	纽甜	1
密枣粽	商业无菌	1
淡包	甜蜜素	1
特级加饭酒	苯甲酸	1
咸菜包	糖精钠	1
玉米脆	霉菌	1
家乡果园西梅	日落黄	1
金鲳鱼	呋喃唑酮	1
青豌豆罐头	苯甲酸	1
清脆莲藕	二氧化硫	1
义乌小宝红糖	不溶于水杂质	1
曲奇	山梨酸	1
陈皮	二氧化硫	1
天之蓝	铜	1
福满源菜籽油	乙基麦芽酚	1
精品黄鱼	恩诺沙星	1
精品黄鱼	环丙沙星	1
群英荟萃杯	霉菌	1
金溪山饮用纯净水	铜	1
天天饮用纯净水	铜	1
大号沃柑	丙溴磷	1
菠菜	克百威	2
江门风味肠	胭脂红	1
江南麻辣味豆干	丙酸	1
江南麻辣味豆干	钙	1
开胃山楂	防腐剂	1
甜心卷	防腐剂	1
农家蛋糕	柠檬黄	1
公婆饼	脱氢乙酸	1
馒头	安赛蜜	1
羊肉	挥发性盐基氮	1
三泰房小米糕	柠檬黄	1
姜芽	乙二胺四乙酸二钠	1
蒜泥酱	防腐剂	1
现榨梨汁	甜蜜素	1
无加蔗糖手磨纯香黑芝麻糊	霉菌	1
妙巢牌妙巢胶囊	净	1
美味章鱼片	苯甲酸	1
香蕉蒸蛋糕	山梨酸	1
川贝琵琶干	二氧化硫	1
好福气腊肠	氯霉素	1
红茶袋泡茶	柠檬黄	1
鸡精鸡鲜调味料	呈味核苷酸二钠	1
鸡精鸡鲜调味料	核苷酸	1
康辉雪梅	二氧化硫	1
豆沙馒头	环已基氨基磺酸钠	1
豆沙馒头	甜蜜素	1
酱鸭	亚硝酸盐	1
酱鸭	硝酸盐	1
蛋糕	霉菌	1
提拉米苏蛋糕	霉菌	1
本宫说了蒜	苯甲酸	1
腌大头菜	糖精钠	1
营养豆奶	环己基氨基磺酸钠	1
营养豆奶	甜蜜素	1
姜牙	甜蜜素	1
中肉粽	商业无菌	1
野生蛤蜊	孔雀石绿	1
蓝莓芝士饼	霉菌	1
豆沙馒头	糖精钠	1
烤鳕鱼	N-二甲基亚硝胺	1
糖水龙眼罐头	乙二胺四乙酸二钠	1
普通鸡蛋	甲硝唑	1
卡萨布兰加庄园麻椒咖啡饮料	霉菌	1
马拉糕	脱氢乙酸	1
盐卤豆腐	苯甲酸	2
江团鱼	孔雀石绿	1
珍珠黄豆芽	6-苄基腺嘌呤	1
明虾	氯霉素	1
西湖醋大蒜	防腐剂	1
火玫瑰红葡萄酒	亮蓝	1
白酒42°	甜蜜素	1
莓好时光植物面包	霉菌	1
碱水面	脱氢乙酸	1
河鲫鱼	孔雀石绿	2
其他方便食品	霉菌	1
桂花云片糕	防腐剂	1
乌鸡	呋喃唑酮	1
卤鸭胗	酸性橙Ⅱ	1
圆饺子皮	脱氢乙酸	1
老四川	纽甜	1
蜂蜜	氟	1
加钙桂花西湖藕粉	霉菌	1
大勺	阴离子合成洗涤剂	1
千岛碧源湖山泉水	铜	1
海绵蛋糕	防腐剂	1
荞麦二锅头50°	甜蜜素	1
月潭牌红枣莲子藕粉羹	霉菌	1
白干	山梨酸	1
欧式蛋糕	纳他霉素	1
中宽面	脱氢乙酸	1
酱香牛排	莱克多巴胺	1
雪山楂	苯甲酸	1
太湖虾	呋喃西林代谢物	1
桂花	二氧化硫	1
玉米香酥条	糖精钠	1
三黄鸡	金刚烷胺	1
欧式夹心蛋糕	防腐剂	1
香辣雪菜	防腐剂	1
红兴米	镉	2
白条	孔雀石绿	1
原汁杜烧	纽甜	1
江桥酸菜	二氧化硫	1
花生芝麻香食用植物调和油	乙基麦芽酚	1
春天米	镉	1
生粉	霉菌	1
绢豆腐	山梨酸	2
更豆干	苯甲酸	1
腌生姜	苯甲酸	1
馒头	柠檬黄	1
山里来亲家母豆腐干	铝	1
小白菜	乐果	1
德江咸菜	苯甲酸	1
活珍宝蟹	呋喃西林代谢物	1
糙米乳饮料	霉菌	1
稻花香	甜蜜素	1
黄豆酿造酱油	氨基酸态氮	1
果蔬荞麦烧	环己基氨基磺酸钠	1
果蔬荞麦烧	甜蜜素	1
水果蛋糕	丙酸	1
水果蛋糕	钙	1
蒸饺	脱氢乙酸	1
绿豆苗	4-氯苯氧乙酸	1
銅鈴山老酒汗	氰化物	1
老醋海蜇头	铝	2
散装鲈鱼	恩诺沙星	1
黄金肉松广式月饼	防腐剂	1
豆瓣酱	氨基酸态氮	1
鸭架	糖精钠	1
精制海盐	硫酸根	1
白条	恩诺沙星	1
白条	环丙沙星	1
中淡开洋	亚硫酸盐	1
夹心肉	氯丙嗪	1
玉兰片	糖精钠	1
美乐奇篮莓汁果汁饮料	霉菌	1
金翡翠莲蓉蛋黄	金黄色葡萄球菌	1
饺子	脱氢乙酸	1
黑米卷	防腐剂	1
韭菜鸡蛋包	甜蜜素	1
董记董奶奶花生	霉菌	1
绿豆苗	6-苄基腺嘌呤	1
干枸杞	二氧化硫	1
中式点心	脱氢乙酸	1
肉松黄金条	防腐剂	1
老窖52°	甲醇	1
即食海蜇边丝	铝	1
明虾	恩诺沙星	1
明虾	环丙沙星	1
七宝大曲	氰化物	1
大黄鳝	恩诺沙星	1
大黄鳝	环丙沙星	1
腌菜芯	亚硝酸盐	1
腌菜芯	硝酸盐	1
3+2紫米面包	霉菌	1
暂养甲鱼	呋喃唑酮	1
五香粉	苯甲酸	1
松叶蟹	镉	1
五谷杂粮	铝	1
轩记海带	铅	1
猪耳朵	莱克多巴胺	4
调味料酒	苯甲酸	1
白象香糕	霉菌	1
菜勺	阴离子合成洗涤剂	1
香香绿豆片	柠檬黄	1
薏米烧酒	甜蜜素	1
本地河虾	呋喃西林代谢物	1
韭菜	总汞	1
特级小青瓜	苯甲酸	1
优飨 枣花蜜	氟	1
苹果汁	金黄色葡萄球菌	1
红绿丝	霉菌	1
加盐味精	谷氨酸钠	1
深山泉	铜	1
猪条肉	氟	1
上海老酒	环己基氨基磺酸钠	1
上海老酒	甜蜜素	1
明宇蛋糕	防腐剂	1
扇形大头菜	苯甲酸	1
小麦酒46°	甜蜜素	1
東北坊白酒	纽甜	1
腌紫姜	甜蜜素	1
爱定自发玉米小麦粉	脱氧雪腐镰刀菌烯醇	1
菌菇酱	山梨酸	1
黑加仑	苋菜红	1
蜂蜜柚子茶果蔬饮品罐头	乙二胺四乙酸二钠	1
百禾牌钙铁锌片	锌	1
肉淀粉肠	亚硝酸盐	1
肉淀粉肠	硝酸盐	1
鲁磁春38°	甜蜜素	1
金丝蜜枣	二氧化硫	1
天关山米酒	阿斯巴甜	1
羊腿肉	五氯酚酸钠	1
绿豆冰糕	防腐剂	1
老婆梅	苯甲酸	1
湖虾	呋喃西林代谢物	3
爽脆瓜	糖精钠	1
黑麻酥糖	苋菜红	1
雪菜	二氧化硫	3
酸甜凤爪	苯甲酸	1
中华礼饼	苋菜红	1
珍味鱼籽	胭脂红	1
肉包	糖精钠	2
鸭半边	氯霉素	1
花卷	铝	1
私房窝窝头	霉菌	1
宏美萝卜干	苯甲酸	1
三明治面包	脱氢乙酸	1
公主排面包	防腐剂	1
墨鱼嘴干	苯甲酸	1
L精选小青菜散装	毒死蜱	1
臻至源饮用天然水	溴酸盐	1
金樱酒	环己基氨基磺酸钠	1
金樱酒	甜蜜素	1
土鸡蛋	多西环素	1
腌紫姜	糖精钠	1
海鸭蛋	恩诺沙星	1
糟香型白酒	环己基氨基磺酸钠	1
糟香型白酒	甜蜜素	1
拉丝年糕	脱氢乙酸	1
白皮鸡蛋	磺胺类	1
粉丝	二氧化硫	1
大头虾	环丙沙星	1
如意菜	山梨酸	1
鲜味生抽	防腐剂	1
广式月饼	霉菌	1
柑桔	三唑磷	1
回春花牌减肥茶	总黄酮	1
双林饮用天然水	溴酸盐	1
山楂脯	苯甲酸	1
手工年糕	脱氢乙酸	1
小笼包子	环己基氨基磺酸钠	1
小笼包子	甜蜜素	1
澄面	霉菌	1
汪刺鱼	恩诺沙星	4
条子年糕	脱氢乙酸	1
福临门天天五谷食用调和油	丁基羟基茴香醚	1
红壳鸡蛋	磺胺类	1
现榨橙汁	金黄色葡萄球菌	1
香瓜子	糖精钠	1
青糕	甜蜜素	1
义丰祥芝麻香油	乙基麦芽酚	1
素食紫菜-菠菜咸味饼干	二氧化硫	1
特色酱海蜇	铝	1
苔生片	铝	1
牛去骨小排	莱克多巴胺	1
肉包	环已基氨基磺酸钠	1
虎扒包	脱氢乙酸	1
浙一家米烧酒	纽甜	1
妙酸梅	二氧化硫	1
菜骏酸菜	防腐剂	1
炸鸡翅	苯甲酸	1
大麻花	铝	1
黑芝麻核桃酥	日落黄	1
红豆馅蛋黄月饼	金黄色葡萄球菌	1
酒糟饼	霉菌	1
H05金骏眉	柠檬黄	1
凉拌猪耳朵	苯甲酸	1
核桃软片	霉菌	1
牛心	克伦特罗	1
富贵发糕	柠檬黄	1
牛腿肉	克伦特罗	1
大蒜头	二氧化硫	1
巧克力花生	苋菜红	1
中式点心	防腐剂	1
蒜蓉海蜇	铝	1
经典茴香豆	二氧化硫	1
榨菜块	二氧化硫	1
桂花条	糖精钠	1
本色银耳	二氧化硫	1
豆沙月饼	脱氢乙酸	2
淡包馒头	甜蜜素	1
山东桃子	乐果	1
煎炸油	极性成分	1
紫姜	苯甲酸	1
葱	氟	2
群英汇脆	苯甲酸	1
越飞天水果蒸馏酒	甲醇	1
混合果仁	霉菌	1
加拿大龙虾	镉	1
稻谷香 38°	甜蜜素	1
致味达去皮榨菜丝	防腐剂	1
香草杏仁饼干A	山梨酸	1
麦金利牌鱼胶原大豆提取物粉	金雀异黄素	1
自制油炸食品油条	铝	1
巧克力花生	胭脂红	1
ST菠菜	毒死蜱	1
酱萝卜干	防腐剂	1
生态鲫鱼	氟	1
散装菊花茶	铅	1
永顺来牌三白酒	甜蜜素	1
九天仙果蓝莓汁饮料	山梨酸	1
梅鱼干	亚硫酸盐	1
老窖52°	甜蜜素	1
即食海蜇头	山梨酸	3
海蜇边丝	铝	1
冻小黄鱼	氟	1
香辣块	脱氢乙酸	1
卤猪头肉	亚硝酸盐	2
卤猪头肉	硝酸盐	2
小刀切馒头	糖精钠	1
香卤翅尖	防腐剂	1
冬菜杆	亚硝酸盐	1
冬菜杆	硝酸盐	1
巧拌越式海蜇	铝	1
曲奇饼干	山梨酸	1
酱老姜	苯甲酸	1
养殖鸡蛋	恩诺沙星	1
香菇青菜包	甜蜜素	1
黑米糕	山梨酸	1
最爱一片维c纯净水	霉菌	1
酵素梅风味软糖	环己基氨基磺酸钠	1
酵素梅风味软糖	甜蜜素	1
红薯粉条	苋菜红	1
毛白菜	阿维菌素	1
黑米甜馒头	甜蜜素	1
苔菜千层酥	铝	1
玫瑰豆沙包	甜蜜素	2
冰镇海蜇	铝	2
无骨鸭爪	铝	1
红豆	铬	1
五香粉	铅	1
方糕	糖精钠	1
维他型豆奶粉	霉菌	1
杏梅干	二氧化硫	1
九制话梅	乙二胺四乙酸二钠	1
水果燕麦片	霉菌	2
火玫瑰红葡萄酒	干浸出物	1
干贝	亚硝酸盐	1
干贝	硝酸盐	1
牛肉味蚕豆	霉菌	1
油焖笋丝	苯甲酸	1
红豆沙月饼	防腐剂	1
白条鸡	尼卡巴嗪	1
金银花蜜汁	氯霉素	1
炸排骨	苯甲酸	1
茴香豆	二氧化硫	1
唇动白色经典	防腐剂	1
酱制野味系列产品	防腐剂	1
玉米酒	甲醇	1
米馒头 粗粮系列	安赛蜜	1
红豆卷	糖精钠	1
公婆饼	防腐剂	1
面包	脱氢乙酸	1
农家土鸡蛋	氟	1
莲子玉液	环己基氨基磺酸钠	1
莲子玉液	甜蜜素	1
晶乐康饮用纯净水	铜	1
腌榨菜	苯甲酸	2
艾草香米糕	铝	1
芝麻蛋糕	脱氢乙酸	1
芝麻枣	霉菌	1
咸菜	山梨酸	1
鱼皮花生	苋菜红	2
好运福菜籽油	乙基麦芽酚	1
枣花蜂蜜	山梨酸	1
野生白条	孔雀石绿	1
生虾米	亚硝酸盐	1
生虾米	硝酸盐	1
牛肉卷	莱克多巴胺	1
刀豆	乐果	1
火玫瑰红葡萄酒	苋菜红	1
爽口海蜇头	铝	1
葱	克百威	1
庄永大散装条状年糕	脱氢乙酸	1
牛前腿肉	克伦特罗	1
潮州菜	苯甲酸	1
辣包菜	二氧化硫	2
领绣牌领绣颗粒	霉菌	1
海之最黄金蛋糕	防腐剂	1
香菇鸡	山梨酸	1
小白鸡	尼卡巴嗪	1
酱肉	糖精钠	1
烤馒头	甜蜜素	1
鲜活无公害鲈鱼	氟	1
葱油饼	铝	1
天养谷单晶冰糖	二氧化硫	1
白玉糖蒜	苯甲酸	1
果酱三明治	防腐剂	1
红薯豆面	苋菜红	1
冰镇海蜇边	铝	1
淡馒头	铝	1
羊排	日落黄	1
来益牌天然维生素E软胶囊	净	1
母子酱油	铅	1
曲奇	日落黄	1
安徽粉丝	铝	1
薄荷糕	霉菌	1
中黄鱼	氟	1
千岛湖鲫鱼	地西泮	1
大麦烧	纽甜	1
老酒汗	纽甜	1
唇动白色经典	纳他霉素	1
高粱烧白酒	甲醇	1
姜牙	苯甲酸	1
鲜活野生河虾	呋喃西林代谢物	1
陈年玉液42°	甜蜜素	1
芝麻满口香	苋菜红	1
大尖椒	克百威	1
蝴蝶蛋糕	防腐剂	1
橙汁	甜蜜素	1
枣花蜂蜜	果糖和葡萄糖	1
土鸡蛋	金刚烷胺	1
泓涌饮用天然水	铜	1
豆腐串	脱氢乙酸	1
红回回	山梨酸	1
香菇青菜包	糖精钠	1
白豆干	山梨酸	1
虎跑玉泉饮用纯净水	铜	1
桃子	多菌灵	1
素鸡	铅	1
H05金骏眉	日落黄	1
散装白酒	甜蜜素	2
蜂蜜柚子茶	乙二胺四乙酸二钠	1
黄金蛋糕	山梨酸	1
龙头鱼干	N-二甲基亚硝胺	1
紫姜	糖精钠	1
酱鸭腿	沙门氏菌	1
马蹄	铝	1
多花种蜂蜜	氯霉素	1
鲜山楂	环己基氨基磺酸钠	1
鲜山楂	甜蜜素	1
糟烧香型白酒	环己基氨基磺酸钠	1
糟烧香型白酒	甜蜜素	1
日式话梅	甜蜜素	1
香葱王薄饼	柠檬黄	1
虾皮	亚硫酸盐	1
蜂蜜紫薯仔	山梨酸	1
莓丽小姐	霉菌	1
丝苗香米	镉	1
精制花粉粒	铅	1
戚风蛋糕	苯甲酸	1
豌豆芽	6-苄基腺嘌呤	1
小溪虾	呋喃西林代谢物	1
芝麻桃片	霉菌	1
泡大蒜	防腐剂	1
烤芝士蛋糕	金黄色葡萄球菌	1
乐脆非油炸薯片	霉菌	1
卤肉	日落黄	1
千岛湖饮用天然水	铜	1
花生小酥	脱氢乙酸	1
其他方便食品）	霉菌	1
酱子瓜	防腐剂	1
小餐包	防腐剂	1
红花海蜇	铝	1
山楂果蔬粒	山梨酸	1
白萝卜条	二氧化硫	1
深海烤鱼片	亚硫酸盐	1
原味酥饼	糖精钠	1
萝卜丝包	甜蜜素	1
金剑雪菜	苯甲酸	1
现杀牛蛙	恩诺沙星	1
现杀牛蛙	环丙沙星	1
苔菜粉	铅	1
米特曲	阿斯巴甜	1
食用植物调和油/芝麻调和油	乙基麦芽酚	1
菜骏酸菜	苯甲酸	1
鸡精鸡鲜调味料	谷氨酸钠	1
油焖笋丝	防腐剂	1
豐源德千层饼	柠檬黄	1
鲜切面	脱氢乙酸	1
传统千张包子	镉	1
自制油炸小麦粉	铝	1
烤薯世家	铝	1
洋糕	脱氢乙酸	1
玖玖糟烧白酒	环己基氨基磺酸钠	1
玖玖糟烧白酒	甜蜜素	1
蜂蜜枣糕	防腐剂	1
盐焗腰果	铅	1
醋拌海蜇	铝	1
清水金针菇	防腐剂	1
红豆蛋糕	霉菌	1
群英汇脆	防腐剂	1
芝麻蛋糕	铝	1
海蜇头	铬	1
猪头肉	苯甲酸	1
脆萝卜	防腐剂	1
苏式月饼	脱氢乙酸	1
桂花条	防腐剂	1
鸡蛋糕	防腐剂	1
土鸡	呋喃唑酮	1
皮蛋	铅	1
家乡鸡蛋饼	柠檬黄	1
